t,MV,MVP,MVI,MVD,SP,PV,DV,Man
6.200000000000000000e+01,9.951571964164325834e+01,1.411247654838876144e+02,-5.670057736088124756e+01,-4.979215240017432196e-05,5.500000000000000000e+01,3.227000000000000313e+01,1.000000000000000000e+01,0.000000000000000000e+00
6.300000000000000000e+01,9.958352961160341010e+01,1.403176286817360676e+02,-5.585307925163561293e+01,-2.942381679290951535e-05,5.500000000000000000e+01,3.239999999999999858e+01,1.000000000000000000e+01,0.000000000000000000e+00
6.400000000000000000e+01,9.945730831481621692e+01,1.393242295406263906e+02,-5.501158112900410657e+01,-3.621276703244159534e-05,5.500000000000000000e+01,3.256000000000000227e+01,1.000000000000000000e+01,0.000000000000000000e+00
6.500000000000000000e+01,9.926100015146177213e+01,1.382687429531974601e+02,-5.417645799215011237e+01,-3.847624540951018662e-05,5.500000000000000000e+01,3.272999999999999687e+01,1.000000000000000000e+01,0.000000000000000000e+00
6.600000000000000000e+01,9.893186639066567523e+01,1.370890814731297382e+02,-5.334845983940039105e+01,-4.300278972682023321e-05,5.500000000000000000e+01,3.292000000000000171e+01,1.000000000000000000e+01,0.000000000000000000e+00
6.700000000000000000e+01,9.896897562267943727e+01,1.362819446709781630e+02,-5.252533667577465337e+01,-2.942356930494966481e-05,5.500000000000000000e+01,3.304999999999999716e+01,1.000000000000000000e+01,0.000000000000000000e+00
6.800000000000000000e+01,9.924972257378182405e+01,1.357231576541039715e+02,-5.170558850461936373e+01,-2.037015069440528439e-05,5.500000000000000000e+01,3.314000000000000057e+01,1.000000000000000000e+01,0.000000000000000000e+00
6.900000000000000000e+01,9.865133327671973973e+01,1.342951463887588943e+02,-5.089446531422188258e+01,-5.205505333440223160e-05,5.500000000000000000e+01,3.336999999999999744e+01,1.000000000000000000e+01,0.000000000000000000e+00
7.000000000000000000e+01,9.866783215849909539e+01,1.334880095866073191e+02,-5.008821711294837797e+01,-2.942389928087980335e-05,5.500000000000000000e+01,3.350000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
7.100000000000000000e+01,9.886573737037538478e+01,1.328671351234137887e+02,-4.928571890330870531e+01,-2.263338161057818469e-05,5.500000000000000000e+01,3.360000000000000142e+01,1.000000000000000000e+01,0.000000000000000000e+00
7.200000000000000000e+01,9.812189553286407318e+01,1.313149489654299771e+02,-4.849259567275360894e+01,-5.658159764269015080e-05,5.500000000000000000e+01,3.385000000000000142e+01,1.000000000000000000e+01,0.000000000000000000e+00
7.300000000000000000e+01,9.867951787208539827e+01,1.310665991801525649e+02,-4.770097243885204108e+01,-9.054986146575370903e-06,5.500000000000000000e+01,3.389000000000000057e+01,1.000000000000000000e+01,0.000000000000000000e+00
7.400000000000000000e+01,9.811033594131224334e+01,1.297006753611268266e+02,-4.691759918654490491e+01,-4.979140996636028949e-05,5.500000000000000000e+01,3.410999999999999943e+01,1.000000000000000000e+01,0.000000000000000000e+00
