t,MV,PV,DV
8.600000000000000000e+01,7.339227881188530489e+01,4.561999999999999744e+01,1.000000000000000000e+01
8.700000000000000000e+01,7.337516337104946729e+01,4.567999999999999972e+01,1.000000000000000000e+01
8.800000000000000000e+01,7.454228138575224705e+01,4.554999999999999716e+01,1.000000000000000000e+01
8.900000000000000000e+01,7.390242685712256332e+01,4.571000000000000085e+01,1.000000000000000000e+01
9.000000000000000000e+01,7.400590757413900178e+01,4.575000000000000000e+01,1.000000000000000000e+01
9.100000000000000000e+01,7.398264455485058022e+01,4.581000000000000227e+01,1.000000000000000000e+01
9.200000000000000000e+01,7.495630267561782034e+01,4.571000000000000085e+01,1.000000000000000000e+01
9.300000000000000000e+01,7.405948184295706938e+01,4.590999999999999659e+01,1.000000000000000000e+01
9.400000000000000000e+01,7.384210536006438019e+01,4.600000000000000000e+01,1.000000000000000000e+01
9.500000000000000000e+01,7.374603814948667946e+01,4.607000000000000028e+01,1.000000000000000000e+01
9.600000000000000000e+01,7.389699409314214051e+01,4.610000000000000142e+01,1.000000000000000000e+01
9.700000000000000000e+01,7.323458180826094122e+01,4.625999999999999801e+01,1.000000000000000000e+01
9.800000000000000000e+01,7.294080657678168222e+01,4.635999999999999943e+01,1.000000000000000000e+01
9.900000000000000000e+01,7.326774577140068345e+01,4.635999999999999943e+01,1.000000000000000000e+01
1.000000000000000000e+02,7.303232165404622833e+01,4.645000000000000284e+01,1.000000000000000000e+01
1.010000000000000000e+02,7.291832411337696840e+01,4.652000000000000313e+01,1.000000000000000000e+01
1.020000000000000000e+02,7.286402298575009695e+01,4.657999999999999829e+01,1.000000000000000000e+01
1.030000000000000000e+02,7.237008668740669748e+01,4.671000000000000085e+01,1.000000000000000000e+01
1.040000000000000000e+02,7.249581662821259442e+01,4.674000000000000199e+01,1.000000000000000000e+01
1.050000000000000000e+02,7.255782025409956759e+01,4.678000000000000114e+01,1.000000000000000000e+01
1.060000000000000000e+02,7.230589584011573834e+01,4.686999999999999744e+01,1.000000000000000000e+01
1.070000000000000000e+02,7.180064890407193445e+01,4.700000000000000000e+01,1.000000000000000000e+01
1.080000000000000000e+02,7.147783646151903270e+01,4.710000000000000142e+01,1.000000000000000000e+01
1.090000000000000000e+02,7.196322066054753464e+01,4.707000000000000028e+01,1.000000000000000000e+01
1.100000000000000000e+02,7.088800045440046915e+01,4.728999999999999915e+01,1.000000000000000000e+01
1.110000000000000000e+02,7.099133920113283125e+01,4.732000000000000028e+01,1.000000000000000000e+01
